budget,capacity,category,36-36.99%,37-37.99%,38-38.99%,39-39.99%,40-40.99%,41-41.99%,42-42.99%,43-43.99%,44-44.99%,45-45.99%,46-46.99%,47-47.99%,48-48.99%,49-49.99%,50-50.99%,51-51.99%,52-52.99%,53-53.99%,54-54.99%,55-55.99%,56-56.99%,57-57.99%,58-58.99%,59-59.99%,60-60.99%,61-61.99%,62-62.99%,63-63.99%,64-64.99%,65-65.99%,66-66.99%,67-67.99%,68-68.99%,69-69.99%,70-70.99%,71-71.99%,72-72.99%,73-73.99%,74-74.99%,75-75.99%,76-76.99%,77-77.99%,78-78.99%,79-79.99%,80-80.99%,81-81.99%,82-82.99%,83-83.99%,84-84.99%,85-85.99%,86-86.99%,87-87.99%,88-88.99%,89-89.99%,90-90.99%,91-91.99%,92-92.99%,93-93.99%,94-94.99%,95-95.99%,96-96.99%,97-97.99%,98-98.99%,99-99.99%,100-100.99%,Total
325,max,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,2,0,0,3,0,1,6,1,2,4,2,6,5,1,40
325,max,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,1,0,1,0,0,2,4,2,1,2,2,0,1,2,1,1,4,2,4,3,5,0,46
325,max,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,3,0,0,2,0,2,1,0,1,3,1,1,2,2,1,2,1,1,2,0,0,1,0,1,1,2,1,0,0,1,0,37
325,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,2,0,0,3,0,1,5,1,2,4,3,6,5,1,38
325,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,2,1,1,2,0,1,2,1,1,5,1,4,3,5,0,37
325,min,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,3,0,0,2,1,0,2,1,1,1,0,0,1,0,1,0,2,1,0,0,1,0,24
350,max,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,3,0,2,0,0,3,0,2,5,1,2,4,2,6,5,1,41
350,max,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,2,2,1,0,1,1,0,2,4,2,1,2,3,0,1,2,1,1,4,2,4,3,5,0,50
350,max,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,3,0,0,2,0,3,3,0,1,3,1,1,2,2,1,2,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,42
350,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,1,0,2,0,2,5,1,2,3,3,6,6,0,38
350,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,3,2,1,1,2,1,1,2,1,1,5,1,4,3,5,0,42
350,min,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,3,0,0,2,1,1,2,1,1,1,0,0,1,0,1,0,2,1,0,0,1,0,25
375,max,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,3,0,2,0,0,3,0,2,5,1,2,4,2,6,5,1,43
375,max,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,3,2,1,0,0,1,0,2,5,2,1,2,3,0,1,3,1,1,5,2,4,3,5,0,53
375,max,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,1,0,0,0,0,3,1,0,2,0,3,3,0,1,3,0,1,2,2,2,2,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,45
375,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,2,1,0,2,0,2,5,1,2,3,4,6,6,0,40
375,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,3,2,1,1,2,1,1,2,1,1,5,1,4,3,5,0,43
375,min,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,1,3,0,0,2,1,1,2,1,1,1,0,0,1,0,1,0,2,1,0,0,1,0,26
400,max,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0,0,3,0,3,0,0,3,0,2,5,1,2,3,3,6,5,1,45
400,max,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,2,3,2,1,0,0,1,0,2,5,2,1,2,3,0,1,3,1,1,5,2,4,3,5,0,56
400,max,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,1,1,0,0,2,1,1,2,0,3,3,0,1,3,0,1,2,2,2,2,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,46
400,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,2,0,2,0,0,3,0,2,5,1,2,3,4,6,6,0,44
400,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,0,1,0,0,2,3,2,1,1,2,1,1,2,1,1,5,1,4,3,5,0,45
400,min,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,1,3,0,0,2,1,1,2,1,1,1,0,0,1,0,1,0,2,1,0,0,1,0,28
425,max,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0,0,3,0,3,0,0,4,0,2,5,1,2,3,4,6,5,1,47
425,max,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,3,3,2,1,0,0,1,0,2,5,2,1,2,3,0,1,3,1,1,5,2,4,3,5,0,57
425,max,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,3,1,1,1,0,0,2,1,1,2,0,3,3,1,2,3,0,1,2,2,2,2,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,50
425,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,0,0,0,2,0,2,0,0,3,0,2,5,1,2,3,4,6,6,0,45
425,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,1,1,1,0,1,0,0,2,3,2,1,1,2,1,2,2,1,1,6,1,4,3,5,0,48
425,min,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,1,3,0,0,2,1,1,2,1,1,1,0,0,1,0,1,1,2,1,0,0,1,0,28
450,max,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,1,0,0,0,3,0,3,0,0,4,1,2,5,1,2,3,4,6,5,1,50
450,max,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,3,3,3,1,0,0,1,0,2,5,2,1,2,3,0,1,3,1,1,5,2,4,3,5,0,60
450,max,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,3,1,1,1,0,0,2,1,1,2,0,3,3,2,2,3,0,1,2,2,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,52
450,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,1,1,0,0,0,3,0,2,0,0,3,0,2,5,1,2,3,4,6,6,0,47
450,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,1,1,1,0,1,0,0,2,4,2,1,1,3,1,2,2,1,1,6,1,4,3,5,0,50
450,min,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,1,4,0,0,2,1,2,2,1,1,2,0,0,1,0,1,1,2,1,0,0,1,0,32
475,max,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,3,2,1,1,0,0,0,3,0,3,0,0,4,1,2,5,1,3,2,4,6,5,1,53
475,max,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,4,3,4,1,0,0,1,0,2,5,2,1,2,3,0,2,3,1,1,5,2,4,3,5,0,64
475,max,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,2,0,0,2,0,1,2,0,0,2,1,2,2,1,3,6,0,1,3,0,1,2,2,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,56
475,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,1,1,0,0,0,3,0,2,0,0,3,0,2,5,1,2,3,4,6,6,0,47
475,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,2,2,1,1,1,0,1,0,0,2,4,2,1,2,3,1,1,2,1,1,6,1,4,3,5,0,52
475,min,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,4,0,0,1,4,0,1,2,1,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,38
500,max,only_child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,3,2,1,1,0,0,1,3,0,3,0,0,4,1,2,5,1,3,2,4,6,5,1,56
500,max,dominant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,4,3,2,1,2,1,1,0,2,5,2,1,2,3,1,2,2,1,1,5,2,4,3,5,0,67
500,max,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,2,0,1,2,0,0,3,1,2,3,2,3,6,0,1,3,0,1,2,2,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,59
500,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,1,0,3,0,2,0,0,3,0,2,5,1,2,3,4,6,6,0,47
500,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,2,2,1,2,1,0,1,1,1,2,4,2,1,2,3,0,1,3,1,1,6,1,4,3,5,0,56
500,min,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,1,2,0,5,1,0,2,4,0,1,2,1,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,43
525,max,only_child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,3,1,1,0,3,3,1,1,0,0,1,3,0,3,0,0,4,1,3,5,1,3,2,4,6,5,1,60
525,max,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,1,1,1,1,4,3,2,1,2,1,1,0,2,5,2,1,2,3,1,2,2,1,1,5,2,4,3,5,0,67
525,max,protected,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,2,1,1,2,1,0,2,1,2,2,2,4,6,0,1,3,0,1,2,2,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,61
525,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,1,0,3,0,2,0,0,4,0,2,5,1,2,3,4,6,6,0,48
525,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,2,3,1,2,1,0,1,1,1,2,4,2,1,2,3,0,1,3,1,1,6,1,4,3,5,0,57
525,min,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,1,1,2,0,5,1,0,1,4,0,1,2,1,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,45
550,max,only_child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,4,1,0,0,3,3,1,1,0,0,1,3,0,3,0,0,4,1,2,6,1,2,3,4,6,5,1,62
550,max,dominant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,1,1,1,2,4,3,2,1,2,1,2,0,2,6,2,1,2,3,1,2,2,1,1,5,2,4,3,5,0,71
550,max,protected,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,2,4,1,2,1,1,0,3,1,2,1,2,4,6,1,1,3,0,1,2,2,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,66
550,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,2,1,1,0,1,0,3,0,2,0,0,4,0,2,5,1,2,3,4,6,6,0,49
550,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,3,4,1,3,1,0,1,1,1,2,4,2,1,2,3,0,2,3,1,1,6,1,4,3,5,0,61
550,min,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,2,1,1,2,1,5,3,0,2,4,0,1,2,1,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,50
575,max,only_child,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,1,5,1,0,1,3,3,1,1,0,0,1,3,0,3,0,0,4,1,2,6,1,2,3,4,6,5,1,65
575,max,dominant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1,2,1,1,2,4,3,2,1,2,1,2,0,2,6,2,1,2,3,1,2,2,1,1,5,2,4,3,5,0,73
575,max,protected,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,2,0,0,1,2,1,0,1,2,4,2,2,2,1,0,3,1,2,1,2,4,6,1,1,3,0,1,2,2,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,73
575,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,2,2,1,1,0,1,0,3,0,2,0,0,4,1,2,5,1,2,3,4,6,6,0,52
575,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,3,4,1,3,1,0,1,1,1,2,4,2,1,2,3,0,2,3,1,1,6,1,4,3,5,0,62
575,min,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,2,1,1,2,1,5,3,0,2,4,0,1,2,1,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,52
600,max,only_child,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,1,5,1,0,1,3,3,1,1,0,0,1,3,0,3,0,0,4,1,2,6,1,2,3,4,6,5,1,67
600,max,dominant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,2,2,1,1,2,4,3,3,1,2,1,2,0,2,6,2,1,2,3,1,2,2,1,1,5,2,4,3,5,0,75
600,max,protected,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,1,2,1,0,2,2,4,2,2,2,1,0,4,2,2,2,2,4,6,1,1,3,0,1,2,2,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,76
600,min,only_child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,3,1,0,1,3,2,1,1,0,1,0,3,0,2,0,0,4,1,2,5,1,2,3,4,6,6,0,57
600,min,dominant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,3,4,1,3,1,0,1,1,1,2,4,2,1,2,3,0,2,3,1,1,5,2,4,3,5,0,63
600,min,protected,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,2,1,2,2,1,5,3,0,2,4,0,1,2,1,2,3,1,1,3,0,0,1,0,1,1,2,1,0,0,1,0,54
